Rank,Player Name,Age,Official Points,+/-,Tournaments Played,Dropping,Next Best,Country
1008,Igor Kudriashov,20,12,-2,12,-,-,rus
1009,Matias Zukas,27,12,-1,13,-,-,arg
1010,Ioan Alexandru Chirita,21,12,-,13,-,-,rou
1011,Ryan James Storrie,26,12,-,14,-,-,gbr
1012,Louis Dussin,24,12,-,15,-,-,fra
1013T,Tomas Curras Abasolo,23,12,-1,15,1,-,esp
1013T,Andrea Gola,22,12,+1,15,-,-,ita
1015,Sean Hess,22,12,+1,16,-,-,arg
1016,Koki Matsuda,23,12,-,18,-,-,jpn
1017,Nicolas Parizzia,25,12,-1,18,-,-,sui
1018,Johannes Ingildsen,26,12,-1,19,-,-,den
1019,Valerio Perruzza,23,12,-1,20,-,-,ita
1020,Jesse Delaney,25,12,-,21,-,-,aus
1021,Noah Lopez,22,12,-,22,-,-,sui
1022,Nitin Kumar Sinha,25,12,-,23,1,-,ind
1023,Kyle Seelig,26,11,-,3,-,-,usa
1024,Johan Nikles,26,11,-,4,-,-,sui
1025,Pablo Masjuan Ginel,21,11,-,5,-,-,esp
1026,Luciano Tacchi,22,11,-,5,-,-,arg
1027,Petr Brunclik,17,11,+1,6,-,-,cze
1028,Ryota Tanuma,28,11,-,7,-,-,jpn
1029,Scott Jones,26,11,-,8,-,-,aus
1030,Kenta Miyoshi,20,11,-,9,-,-,jpn
1031,Dylan Dietrich,19,11,-,9,-,-,sui
1032,Luca Tomasetto,27,11,-1,10,5,-,ita
1033,Artur Kukasian,19,11,+4,11,-,-,rus
1034,Darwin Blanch,16,11,+5,12,-,-,usa
1035,Adam Heinonen,21,11,-,12,-,-,swe
1036,Filippo Romano,18,11,+1,13,-,-,ita
1037,Pablo Carreno Busta,32,11,-,14,-,-,esp
1038,Siddhant Banthia,23,11,-,15,-,-,ind
1039,Szymon Kielan,21,11,+1,16,2,-,pol
1040,Joshua Goodger,25,11,-,17,1,-,gbr
1041,Seita Watanabe,23,11,+1,18,-,-,jpn
1042,Naoki Tajima,23,11,-,18,1,-,jpn
1043,Woobin Shin,20,11,-,22,-,-,kor
1044,Dragos Nicolae Cazacu,20,11,+1,25,-,-,rou
1045,Aleksandr Lobanov,22,11,-2,26,-,-,rus
1046,Attila Balazs,35,10,-,2,-,-,hun
1047,Marin Cilic,35,10,-,15,-,-,cro
1048,Bradley Klahn,33,10,-,2,-,-,usa
1049,Robert Cash,23,10,-,2,-,-,usa
1050,Sebastian Gorzny,20,10,-,5,-,-,usa
1051,Alejandro Garcia,22,10,-,6,-,-,esp
1052,Karlis Ozolins,21,10,-,6,-,-,lat
1053,Trevor Svajda,17,10,-,6,-,-,usa
1054,Alexander Bernard,20,10,-,7,-,-,usa
1055,Cooper Williams,18,10,-,7,-,-,usa
1056,Matthew Christopher Romios,24,10,-,7,1,-,aus
1057,Arda Azkara,21,10,-,7,-,-,tur
1058,Hayden Jones,17,10,-,8,-,-,aus
1059,Daniel Khazime,19,10,-,8,-,-,rus
1060,Zhao Zhao,24,10,-,9,-,-,chn
1061,Joel Josef Schwaerzler,18,10,-,9,4,-,aut
1062,Maxwell Mckennon,21,10,-,9,-,-,usa
1063,Ron Ellouck,19,10,-,11,1,-,isr
1064,Carlo Alberto Fossati,25,10,+1,11,-,-,ita
1065,Kristjan Tamm,25,10,-,11,-,-,est
1066,Stijn Pel,21,10,-,12,-,-,ned
1067,Gianluca Cadenasso,19,10,-,13,-,-,ita
1068,Kane Bonsach Ganley,19,10,-,15,-,-,den
1069,Alexandr Binda,22,10,-9,15,-,-,ita
1070,Pruchya Isaro,28,10,-,16,-,-,tha
1071,Gorazd Srbljak,26,10,-,16,-,-,mkd
1072,Leonid Sheyngezikht,23,10,+1,18,-,-,bul
1073,Osgar O'Hoisin,27,10,-,19,3,-,irl
1074,Arvid Nordquist,25,10,-,19,-,-,swe
1075,Cengiz Aksu,25,10,-,19,-,-,tur
1076,Lucas Miedler,27,9,-,1,-,-,aut
1077,Jonah Braswell,20,9,-,3,-,-,usa
1078,Rafael Izquierdo Luque,24,9,-,4,-,-,esp
1079,Federico Cina,16,9,-,6,-,-,ita
1080,Karl Poling,24,9,-,6,-,-,usa
1081,Micah Braswell,22,9,-,6,-,-,usa
1082,Robin Catry,22,9,-,7,-,-,fra
1083,Tomasz Berkieta,17,9,+4,8,2,-,pol
1084T,Mikhail Gorokhov,20,9,+2,8,-,-,rus
1084T,Mitchell Harper,26,9,-,8,-,-,aus
1086,Nikoloz Basilashvili,32,9,-8,8,-,-,geo
1087,Devin Badenhorst,19,9,-,10,-,-,rsa
1088,Fernando Yamacita,26,9,-8,11,-,-,bra
1089,Ioannis Xilas,22,9,+4,12,1,-,gre
1090,Alessandro Bellifemine,22,9,-,12,-,-,ita
1091,Trey Hilderbrand,23,9,+1,12,-,-,usa
1092,Younes Lalami Laaroussi,22,9,-,13,-,-,mar
1093,Seon Yong Han,23,9,+1,13,-,-,kor
1094,Thantub Suksumrarn,22,9,-,13,-,-,tha
1095,Jan Hrazdil,19,9,-,13,-,-,cze
1096,Sergio Callejon Hernando,19,9,+2,14,1,-,esp
1097,Rrezart Cungu,25,9,-6,14,1,-,mne
1098,Lukas Palovic,22,9,-,15,-,-,svk
1099,Giannicola Misasi,23,9,-,16,-,-,ita
1100,Pietro Pampanin,21,9,-,16,-,-,ita
1101,Saveliy Ivanov,19,9,+4,17,1,-,rus
1102,Jonas Trinker,28,9,-,17,-,-,aut
1103,Filippo Speziali,23,9,-1,19,-,-,ita
1104,Juan Sebastian Osorio,26,9,+1,19,1,-,col
1105,Federico Campana,25,9,+1,19,-,-,ita
1106,Kazuma Kawachi,29,9,-3,20,-,-,jpn
1107,Dhakshineswar Suresh,23,8,-,1,-,-,ind
1108,Henry Von Der Schulenburg,24,8,-,3,-,-,sui
1109,Hendrik Jebens,28,8,-,3,-,-,ger
1110,Luca Preda,17,8,-,4,-,-,rou
1111,Luis Carlos Alvarez,19,8,-,4,-,-,mex
1112,Casey Hoole,21,8,-,4,-,-,aus
1113,Walid Ahouda,20,8,-,4,-,-,mar
1114T,Hyeon Chung,27,8,-,5,-,-,kor
1114T,Guillaume Dalmasso,21,8,-,5,-,-,fra
1116,Pawit Sornlaksup,24,8,-,5,-,-,tha
1117,Mirko Martinez,25,8,-8,6,-,-,sui
1118,Sebastian Dominko,20,8,-,6,-,-,slo
1119,Jordan Hasson,24,8,-,7,-,-,isr
1120,Danil Panarin,19,8,-,7,-,-,rus
1121,Ezequiel Monferrer,20,8,+1,8,-,-,arg
1122,Aryan Shah,18,8,-,8,-,-,ind
1123T,Stylianos Christodoulou,19,8,-,9,1,-,cyp
1123T,Arthur Nagel,20,8,-,9,-,-,fra
1125,Sina Moghimi,22,8,-1,9,1,-,iri
1126,Thomas Deschamps,25,8,+4,9,1,-,fra
1127,Warren Wood,30,8,-,10,-,-,usa
1128,Dominik Recek,29,8,-,10,-,-,cze
1129,David Fix,19,8,-,11,-,-,ger
1130,Milan Drinic,26,8,-,11,1,-,srb
1131,Lucio Carnevalle,22,8,-,11,-,-,arg
1132,Pietro Fellin,22,8,-,11,-,-,ita
1133,Wissam Abderrahman,20,8,-,12,1,-,tun
1134,Christopher Bulus,23,8,-,12,-,-,ngr
1135,Nicolas Villalon,20,8,-,13,-,-,chi
1136,Taiyo Yamanaka,22,8,-2,15,-,-,jpn
1137,Oscar Weightman,22,8,-,15,-,-,gbr
1138,Elio Jose Ribeiro Lago,26,8,-,16,-,-,ita
1139,Juan Estevez,18,8,-,16,-,-,arg
1140,Giovanni Calvano,26,8,+1,16,1,-,ita
1141,Nicolas Kobelt,19,8,-,17,2,-,sui
1142,Benjamin Pietri,27,8,+2,18,-,-,fra
1143,Loann Massard,18,8,-,20,1,-,fra
1144T,Reilly Opelka,26,7,-,3,-,-,usa
1144T,Charlie Robertson,17,7,-,3,-,-,gbr
1146,James Connel,21,7,-,3,-,-,gbr
1147T,Jonas Eriksson Ziverts,25,7,-,4,-,-,swe
1147T,Ryan Fishback,21,7,-,4,-,-,usa
1149,Volodymyr Iakubenko,18,7,-,6,-,-,ukr
1150,Blu Baker,22,7,-,7,-,-,gbr
1151,Alexander Petrov,22,7,-,7,-,-,usa
1152,Daniel Siniakov,21,7,-,8,-,-,cze
1153,Jurriaan Bol,22,7,-,8,-,-,ned
1154,Chase Ferguson,25,7,-,9,-,-,aus
1155,Nicolas Alvarez Varona,22,7,-,9,-,-,esp
1156,Carlo Alberto Caniato,18,7,-,9,-,-,ita
1157T,Romain Faucon,21,7,-,9,-,-,bel
1157T,Tim Ruehl,25,7,-,9,-,-,ger
1159,Rodrigo Fernandes,17,7,-,10,-,-,por
1160,Mousa Alkotop,25,7,+1,10,-,-,jor
1161T,Charlie Camus,17,7,+2,10,1,-,fra
1161T,Mark Wallner,24,7,-,10,-,-,ger
1163,Niccolo Baroni,20,7,+1,10,-,-,ita
1164,Alexander Klintcharov,27,7,-,11,-,-,nzl
1165,Milan Welte,22,7,-,11,-,-,ger
1166T,Ivan Denisov,23,7,+1,11,-,-,rus
1166T,Ryotero Matsumura,27,7,-,11,-,-,jpn
1166T,Michael Shaw,25,7,-,11,2,-,gbr
1169,Tomohiro Masabayashi,26,7,-,11,-,-,jpn
1170,Maxence Bertimon,24,7,-,12,-,-,fra
1171,Alejandro Melero Kretzer,19,7,-,12,3,-,esp
1172,Corey Gaal,26,7,-,12,-,-,aus
1173,Samuel Puskar,23,7,-,12,-,-,svk
1174,Francesco Ferrari,26,7,+1,14,-,-,ita
1175T,Mateo Del Pino,20,7,-,14,-,-,arg
1175T,Sean Hodkin,25,7,-,14,-,-,gbr
1177,Mihai Razvan Marinescu,22,7,-,15,-,-,rou
1178,Nikita Mashtakov,25,7,-,15,-,-,ukr
1179,Nikola Basic,22,7,-,15,-,-,cro
1180,Yuichiro Inui,28,7,-,15,1,-,jpn
1181,Cayetano March,23,7,-,17,-,-,ecu
1182,Sergei Pogosian,25,7,-,18,2,-,rus
1183,Robin Haase,36,6,-,1,-,-,ned
1184,Donald Young,34,6,-,2,-,-,usa
1185,Reda Bennani,17,6,-,4,-,-,mar
1186T,Karol Drzewiecki,28,6,-,4,2,-,pol
1186T,Marsel Ilhan,36,6,-,4,-,-,tur
1188,Radomir Tomic,19,6,-,4,-,-,bih
1189,Govind Nanda,23,6,-,4,-,-,usa
1190,Gerard Planelles Ripoll,20,6,-,5,-,-,esp
1191T,Jakub Filip,18,6,-,6,-,-,cze
1191T,Elijah Strode,22,6,-,6,-,-,usa
1193,Matej Vocel,26,6,-,6,-,-,cze
1194,Yannik Rahman,19,6,-,6,-,-,usa
1195,Nicholas Godsick,19,6,-,6,-,-,usa
1196,Toby Martin,31,6,-,7,-,-,gbr
1197,Isaiah Strode,26,6,-2,8,-,-,usa
1198,Madhwin Kamath,22,6,-,8,-,-,ind
1199,Romeo Hadzimehmedovic,19,6,-,8,-,-,srb
1200T,Kristijan Juhas,22,6,-,8,-,-,srb
1200T,Sergis Kyratzis,28,6,-,8,-,-,cyp
1200T,Andrea  Militi Ribaldi,24,6,-,8,-,-,ita
1200T,Manuel Mouilleron Salvo,20,6,+1,8,-,-,arg
1204,Vincent Marysko,18,6,+1,8,-,-,ger
1205T,Noah Perfetti,22,6,+1,9,-,-,ita
1205T,Gianni Ross,25,6,-,9,1,-,usa
1207,Jannik Maute,20,6,-,9,-,-,ger
1208,Taym Al Azmeh,19,6,-,9,-,-,ger
1209T,Taha Baadi,22,6,-,10,-,-,can
1209T,Yamato Sueoka,21,6,-,10,-,-,jpn
1211T,Matic Kriznik,18,6,+1,10,-,-,slo
1211T,Patrick Schoen,18,6,-,10,-,-,sui
1213,Dominik Boehler,28,6,-1,11,-,-,ger
1214,Alejandro Juan Mano,19,6,-,11,-,-,esp
1215T,Adriano Dzhenev,18,6,-,11,-,-,bul
1215T,Lior Goldenberg,24,6,-,11,-,-,isr
1215T,Raghav Jaisinghani,26,6,-,11,-,-,ind
1218,Evan Bynoe,24,6,-1,11,-,-,usa
1219,Menelaos Efstathiou,25,6,-,12,-,-,cyp
1220,Qian Sun,22,6,-,13,-,-,chn
1221,Sarp Agabigun,26,6,-,13,-,-,tur
1222,Miha Vetrih,21,6,-,13,-,-,slo
1223,Denis Spiridon,21,6,-,14,-,-,ita
1224T,Illya Beloborodko,22,6,-,14,-,-,ukr
1224T,Omar Brigida,24,6,-1,14,-,-,ita
1226,Alexander Chepik,27,6,-,15,1,-,rus
1227T,Stefan Adrian Andreescu,22,6,+3,15,1,-,rou
1227T,Patrik Oplustil,18,6,-,15,-,-,cze
1229,Joao Victor Couto Loureiro,20,6,-,19,-,-,bra
1230,Thiago Cigarran,23,6,-,21,-,-,arg
1231T,Inigo Cervantes,34,5,-,1,-,-,esp
1231T,Fernando Romboli,35,5,-,1,-,-,bra
1233,Aleksa Mardjonovic,21,5,-,3,-,-,srb
1234,Kaito Uesugi,28,5,-,3,-,-,jpn
1235,Nikola Kolyachev,20,5,-,3,-,-,bul
1236T,Tadeas Paroulek,24,5,-,4,-,-,cze
1236T,Giulio Perego,20,5,-,4,-,-,ita
1238,Cing-Yang Meng,25,5,-,4,-,-,tpe
1239,Alessandro Ingarao,24,5,-,5,-,-,ita
1240T,Michal Krajci,19,5,+2,5,-,-,svk
1240T,Jean-Christian Morandais,20,5,-,5,-,-,gud
1242,Braden Shick,20,5,-,5,-,-,usa
1243T,Loic Namigandet Tenguere,25,5,-,6,-,-,fra
1243T,Pavlos Tsitsipas,18,5,-,6,-,-,gre
1245T,Alessio Basile,19,5,-,6,-,-,bel
1245T,Cesar Bouchelaghem,19,5,-,6,-,-,fra
1245T,Miles Jones,23,5,+1,6,-,-,usa
1248,Petr Iamachkine,27,5,+1,6,-,-,per
1249,Drew Van Orderlain,29,5,+4,7,-,-,usa
1250T,Paul Cayre,28,5,-,7,1,-,fra
1250T,Aleksander Chayka,19,5,-,7,-,-,rus
1250T,Thijmen Loof,21,5,-,7,1,-,ned
1250T,Andrew Rogers,25,5,-,7,3,-,usa
1254T,Tanguy Genier,26,5,-,7,-,-,sui
1254T,Alexandru Jecan,35,5,-,7,-,-,rou
1254T,Alexander Razeghi,17,5,-,7,-,-,usa
1254T,Ricardo Rodriguez - Pace,30,5,-,7,-,-,ven
1258,Michele Ribecai,21,5,+2,7,-,-,ita
1259,Daniele Rapagnetta,17,5,-,8,-,-,ita
1260,Antonio Caruso,24,5,-,8,-,-,ita
1261T,Ko Suzuki,32,5,-,8,-,-,jpn
1261T,Linghao Zhang,21,5,-,8,-,-,chn
1263T,Fadi Bidan,18,5,+3,8,-,-,lbn
1263T,Pol Wattanakul,28,5,-,8,-,-,tha
1265T,Demetris Azoides,23,5,-,9,-,-,gre
1265T,Yuttana Charoenphon,23,5,-,9,-,-,tha
1265T,Nicaise Muamba,23,5,-,9,-,-,can
1265T,Rayane Oumaouche,26,5,-,9,-,-,fra
1265T,Pavel Verbin,22,5,+2,9,-,-,rus
1270T,Markos Kalovelonis,29,5,-,9,1,-,gre
1270T,Ewen Lumsden,24,5,-,9,-,-,gbr
1272,Sean Cuenin,20,5,-8,10,-,-,fra
1273T,Finn Bass,24,5,+1,10,-,-,gbr
1273T,Luke Sorensen,22,5,-,10,-,-,aus
1275T,Alessandro Cortegiani,28,5,-,10,-,-,ita
1275T,Tyler Zink,23,5,-,10,-,-,usa
1277T,Rodrigo Alujas,21,5,-,10,-,-,mex
1277T,Alberto Odiseo Alvarado Berrospi,23,5,-,10,-,-,per
1277T,Arthur Bonnaud,26,5,-,10,-,-,fra
1277T,Benedikt Henning,26,5,-,10,-,-,ger
1277T,Duje Kekez,30,5,-,10,1,-,cro
1282T,Nikos Lehmann,18,5,-,10,-,-,arg
1282T,Maxim Shin,20,5,+2,10,-,-,uzb
1284T,Bruno Fernandez,19,5,-,11,-,-,bra
1284T,Zach Stephens,17,5,-,11,1,-,gbr
1284T,Marcus Walters,25,5,+1,11,-,-,gbr
1287,Yannik Kelm,19,5,-,11,-,-,ger
1288T,Fabio Coelho,23,5,-1,12,3,-,por
1288T,Adan Freire Da Silva,24,5,+1,12,-,-,fra
1290T,Mohamed Nazim Makhlouf,27,5,+1,12,-,-,alg
1290T,Michal Mikula,24,5,-,12,-,-,pol
1290T,Vuk Radjenovic,18,5,-,12,2,-,srb
1290T,Nathan Seateun,26,5,-,12,-,-,fra
1294,Nicolas Buitrago,25,5,-,13,1,-,col
1295,Jaime Caldes,23,5,-,14,-,-,esp
1296,Issei Okamura,31,5,-,14,-,-,jpn
1297,Chirag Duhan,20,5,-,15,-,-,ind
1298,Nicolas Bruna,25,5,-,17,-,-,chi
1299T,Javier Marti,32,4,-,1,-,-,esp
1299T,Stijn Paardekooper,20,4,-,1,-,-,ned
1301T,Jurgen Briand,25,4,-,2,4,-,fra
1301T,Nicolai Budkov Kjaer,17,4,+4,2,-,-,nor
1301T,Jay Dylan Hara Friend,20,4,-,2,-,-,jpn
1301T,Islam Orynbasar,19,4,-1,2,-,-,kaz
1305T,Geun Jun Kim,22,4,-,2,-,-,kor
1305T,Sebastian Sec,20,4,-,2,-,-,usa
1305T,Connor Thomson,23,4,-,2,-,-,gbr
1308T,Ryan Harrison,31,4,-,2,-,-,usa
1308T,Karl Kazuma Lee,21,4,-,2,-,-,usa
1308T,Zsombor Velcz,21,4,-,2,-,-,hun
1308T,Federico Zeballos,35,4,+2,2,-,-,bol
1312T,Martin Klizan,34,4,-,3,-,-,svk
1312T,Tom Schonenberg,32,4,-,3,-,-,ger
1314T,Hong Chung,30,4,-,3,-,-,kor
1314T,Luc Koenig,20,4,-,3,-,-,gbr
1314T,Maxim Mrva,16,4,-,3,-,-,cze
1317T,Ivan Liutarevich,28,4,-,3,1,-,blr
1317T,Jung Hee You,18,4,-,3,-,-,can
1319T,Federico Aguilar Cardozo,18,4,-,4,-,-,uru
1319T,Kylian Collignon,18,4,-,4,-,-,bel
1321,Lorenzo Sciahbasi,18,4,-,4,2,-,ita
1322T,Vitek Horak,21,4,-,5,-,-,cze
1322T,Matteo Lavizzari,19,4,-,5,-,-,sui
1322T,Manuel Plunger,21,4,-,5,-,-,ita
1322T,Olle Wallin,22,4,-,5,-,-,swe
1326T,Marko Maksimovic,18,4,-,6,-,-,srb
1326T,Twan Van Zijl,21,4,-,6,-,-,ned
1328T,Daniele Capecchi,28,4,-4,6,3,-,ita
1328T,John Hallquist Lithen,22,4,-,6,-,-,swe
1328T,Admir Kalender,23,4,-,6,-,-,cro
1328T,Changli Zhang,25,4,-,6,-,-,chn
1332,Vlad Cristian Breazu,20,4,-,6,-,-,rou
1333,Daniele Minighini,19,4,-,7,-,-,ita
1334,Akram El Sallaly,26,4,+3,7,-,-,egy
1335T,Francisco Pini,21,4,-,7,-,-,arg
1335T,Ji Hoon Son,29,4,-,7,-,-,kor
1337T,Mikail Alimli,20,4,-,7,-,-,fra
1337T,Samuel Brosset,26,4,-,7,-,-,fra
1337T,Pavel Nejedly,31,4,-1,7,2,-,cze
1340,Luc Fomba,25,4,-,7,-,-,fra
1341T,Aaron Cohen,21,4,-,8,-,-,isr
1341T,Adam Jones,25,4,-,8,3,-,gbr
1341T,Giorgio Ricca,29,4,-,8,-,-,ita
1344,Manas Dhamne,16,4,-,8,-,-,ind
1345T,Connor Farren,29,4,-,8,-,-,usa
1345T,James Watt,23,4,-,8,-,-,nzl
1347T,Federico Bertuccioli,25,4,-3,8,-,-,ita
1347T,Congsup Congcar,27,4,-,8,-,-,tha
1347T,Sebastian Eriksson,18,4,-,8,-,-,swe
1347T,Alejandro Turriziani Alvarez,21,4,+1,8,-,-,esp
1347T,Facundo Yunis,21,4,-,8,-,-,ger
1352T,Mert Alkaya,23,4,-1,9,-,-,tur
1352T,Matyas Cerny,22,4,-,9,-,-,cze
1352T,Mwendwa Mbithi,26,4,-,9,-,-,usa
1355T,Boris Fassbender,25,4,-,9,-,-,fra
1355T,Nikita Ianin,22,4,-,9,-,-,rus
1355T,Brandon Perez,24,4,+2,9,-,-,ven
1355T,Vishnu Vardhan,36,4,-,9,-,-,ind
1359T,Credit Chaiyarin,20,4,+2,10,-,-,tha
1359T,Zhenxiong Dong,25,4,-,10,-,-,chn
1361T,Mihai Alexandru Coman,19,4,-,10,-,-,rou
1361T,Gabriel Elicha Navas,21,4,+1,10,-,-,esp
1361T,Justin Engel,16,4,-,10,-,-,ger
1361T,Dimitris Sakellaridis,17,4,+2,10,-,-,gre
1361T,Valentin Vanta,26,4,-,10,-,-,rou
1361T,Ben Weintraub,20,4,+1,10,-,-,isr
1367,Anthony Genov,22,4,+2,11,-,-,bul
1368T,Dev Javia,22,4,-,11,-,-,ind
1368T,Vit Kalina,18,4,-,11,-,-,cze
1368T,Gian Marco Ortenzi,24,4,+2,11,-,-,ita
1368T,Finn Reynolds,24,4,-,11,-,-,nzl
1372T,Matic Dimic,22,4,-,12,-,-,slo
1372T,Lautaro Agustin Falabella,26,4,-,12,-,-,arg
1372T,Michael Gloeckler,25,4,-,12,-,-,aut
1375T,Jan Kupcic,22,4,-,12,-,-,slo
1375T,Mattias Southcombe,20,4,-,12,-,-,gbr
1377,Vicente Oliver Moratalla,24,4,-,13,1,-,esp
1378T,Sasa Markovic,18,4,-,14,-,-,srb
1378T,Tai Sach,21,4,-,14,-,-,aus
1380T,Aleksa Pisaric,18,4,+1,15,-,-,srb
1380T,Leo Raquillet,18,4,-,15,-,-,fra
1382T,Nicolas Barrientos,36,3,-,1,-,-,col
1382T,Alexander Erler,26,3,-,1,-,-,aut
1382T,Andrey Kuznetsov,33,3,-,1,-,-,rus
1382T,Federico Maccari,30,3,-,1,-,-,ita
1382T,Aleksander Orlikowski,20,3,-,1,-,-,pol
1382T,Filip Pieczonka,19,3,-,1,-,-,pol
1382T,Paul Valsecchi,26,3,+3,1,-,-,fra
1382T,Qiulin Wang,21,3,-,1,-,-,chn
1382T,Zongbing Yu,28,3,-,1,-,-,chn
1391T,Nicolas Colne,20,3,-,2,-,-,fra
1391T,Joao Menezes,27,3,+3,2,-,-,bra
1391T,Chan-yeong Oh,25,3,-,2,-,-,kor
1394T,Alberto Colas Sanchez,23,3,-,2,-,-,esp
1394T,Nicholas Heng,20,3,-,2,-,-,usa
1396T,Lautaro Agustin Corthey,25,3,-,3,-,-,arg
1396T,Antonio Prat,20,3,-,3,-,-,esp
1396T,Lambert Ruland,20,3,-,3,-,-,ger
1399T,Stepan Baum,20,3,-1,3,-,-,cze
1399T,Vladimir Bazilevskiy,18,3,-,3,-,-,isr
1399T,Angel Diaz Jalil,22,3,-,3,-,-,ecu
1399T,Denis Petak,17,3,+1,3,-,-,cze
1399T,Jeremy Schifris,22,3,-,3,-,-,ger
1399T,Colton Smith,21,3,-,3,-,-,usa
1399T,Preston Stearns,20,3,-,3,-,-,usa
1399T,George Stoupe,22,3,-,3,-,-,nzl
1407T,Martin Breysach,22,3,-,3,-,-,fra
1407T,Jakub Katuch,21,3,-,3,-,-,svk
1409T,Santiago De La Fuente,22,3,-,4,-,-,arg
1409T,Ricardo Villacorta-Alonso,38,3,-,4,-,-,esp
1411T,Antonio Massara,28,3,-1,4,-,-,ita
1411T,Oliver Okonkwo,23,3,-,4,-,-,gbr
1411T,Renlong Pang,23,3,+2,4,-,-,chn
1411T,Anton Shepp,21,3,-,4,-,-,nzl
1415T,Petros Chrysochos,27,3,-,4,-,-,cyp
1415T,Enrico Giacomini,25,3,-,4,-,-,ita
1415T,Goncalo Marques,18,3,+1,4,-,-,por
1415T,Savva Polukhin,25,3,-,4,-,-,rus
1415T,Alvin Nicholas Tudorica,22,3,-,4,-,-,can
1420T,Yan Sabanin,34,3,-,5,3,-,rus
1420T,Iker Urribarrens Ramirez,19,3,-,5,-,-,esp
1422T,Mariano Dedura-Palomero,18,3,-,5,-,-,ger
1422T,Lorenzo Gagliardo,23,3,-,5,-,-,ita
1422T,Jonas Pelle Hartenstein,22,3,-,5,-,-,ger
1422T,Jan Kobierski,20,3,-,5,-,-,aut
1422T,Leonardo Malgaroli,21,3,-,5,-,-,ita
1422T,Yassine Smiej,24,3,-,5,-,-,mar
1422T,Tianhui Zhang,18,3,-,5,-,-,chn
1429T,Guelfo Baldovinetti,22,3,+1,5,-,-,ita
1429T,Lawrence Bataljin,27,3,-,5,1,-,aus
1429T,Gianluca Di Nicola,28,3,-,5,-,-,ita
1429T,Alexander Frusina,18,3,+1,5,-,-,usa
1429T,Teymuraz Gabashvili,38,3,-,5,-,-,rus
1429T,Ivan Nedelko,37,3,-,5,-,-,rus
1429T,Adam Panaras,20,3,-,5,-,-,fra
1429T,Benjamin Torres,20,3,+1,5,-,-,chi
1429T,Gabriele Vulpitta,18,3,-,5,-,-,ita
1438,Zack Viiala,18,3,-,6,-,-,aus
1439T,Filip Apltauer,19,3,-,6,2,-,cze
1439T,Tobias Franco,22,3,-,6,-,-,arg
1439T,Joao Vitor Goncalves Ceolin,24,3,-,6,-,-,bra
1439T,Joshua Lapadat,21,3,-,6,-,-,can
1439T,Aleksi Lofman,22,3,-,6,2,-,fin
1439T,Nikola Milojevic,28,3,+1,6,2,-,srb
1439T,Hamidreza Nadaf,31,3,+1,6,-,-,iri
1439T,Albert Pedrico Kravtsov,18,3,-,6,-,-,esp
1439T,Aristotelis Thanos,22,3,-,6,-,-,gre
1439T,Mick Veldheer,27,3,-,6,2,-,ned
1449T,Tommaso Carnevale Miino,23,3,-,6,-,-,ita
1449T,Leonardo Catani,24,3,-2,6,1,-,ita
1449T,Joshua Charlton,24,3,-,6,-,-,aus
1449T,Oscar Galimardanov,23,3,-,6,-,-,rus
1449T,Tim Heger,24,3,-,6,-,-,ger
1449T,Sam Ryan Ziegann,25,3,+1,6,-,-,aus
1449T,Stefan Vujic,25,3,-,6,-,-,aus
1456T,Berk Ilkel,22,3,-,7,-,-,tur
1456T,Atharva Sharma,23,3,-,7,-,-,ind
1458T,Fernando Cavallo,18,3,+2,7,-,-,arg
1458T,Federico Salomone,22,3,-,7,-,-,ita
1458T,Matthew Summers,25,3,-,7,-,-,gbr
1461T,Hernando Jose Escurra Isnardi,26,3,-,7,-,-,par
1461T,Peter Goldsteiner,33,3,-,7,-,-,aut
1461T,William Jansen,19,3,-,7,-,-,gbr
1461T,Joel Angel Lucero,28,3,-,7,-,-,arg
1461T,Finn Murgett,22,3,-,7,-,-,gbr
1461T,Joao Marcos Nusdeo,29,3,-,7,-,-,bra
1461T,Giacomo Revelli,22,3,-,7,-,-,gbr
1468T,Matvey Minin,22,3,-,8,-,-,rus
1468T,Hudson Rivera,19,3,-,8,2,-,usa
1468T,Gino Romano,22,3,-,8,-,-,arg
1468T,Josip Simundza,19,3,-,8,-,-,cro
1468T,Zaharije-Zak Talic,25,3,-1,8,-,-,aus
1468T,Ranjeet Virali-Murugesan,38,3,-,8,-,-,ind
1474T,Andrea Bolla,25,3,-,9,-,-,ita
1474T,Adil Kalyanpur,24,3,+2,9,-,-,ind
1476T,Kaylan Bigun,17,3,-,9,-,-,usa
1476T,James Davis,25,3,-1,9,1,-,gbr
1476T,Jiayang Dong,19,3,-,9,-,-,aus
1476T,Krittin Koaykul,28,3,-,9,-,-,tha
1476T,Ioannis Kountourakis,21,3,-,9,-,-,gre
1476T,Maurus Malgiaritta,22,3,-,9,-,-,sui
1476T,Rudy Quan,18,3,-,9,1,-,usa
1476T,Gabriel Roveri Sidney,26,3,-,9,-,-,bra
1484T,Lasse Poertner,18,3,-,10,-,-,ger
1484T,Lucas Renard,31,3,-,10,-,-,swe
1486T,Kuzey Cekirge,23,3,-,10,-,-,tur
1486T,Ryan Dickerson,26,3,-,10,-,-,usa
1486T,Natthasith Kunsuwan,24,3,-,10,-,-,tha
1486T,Lorenzo Lorusso,24,3,-,10,-,-,ita
1486T,Peter Nad,20,3,-,10,-,-,svk
